ID;Año;Región;País;Edad;Profesión;Ingresos_Anuales_USD;Clase_Social;Tiene_Familia;Tamaño_Familia;Tipo_Inversión;Monto_Invertido_USD;Frecuencia_Inversión;Riesgo_Inversión;Motivo_Inversión
1540;2023;Norteamérica;Canadá;61;Diseñador;207635;Alta;Sí;6;Fondos Mutuos;8287;Semestral;Alto;Ganancia Rápida
1541;2024;América Latina;México;36;Arquitecto;25804;Baja;No;0;Fondos Mutuos;5931;Anual;Bajo;Retiro
1542;2022;Europa;Alemania;40;Estudiante;331374;Alta;Sí;2;Criptomonedas;36266;Anual;Alto;Ahorro
1543;2024;Europa;Reino Unido;40;Arquitecto;275241;Alta;No;0;Inmobiliario;57294;Mensual;Alto;Ahorro
1544;2024;Europa;Francia;43;Contador;44905;Media;Sí;7;Fondos Mutuos;20969;Semestral;Bajo;Retiro
1545;2022;Norteamérica;Estados Unidos;33;Ingeniero;115623;Alta;Sí;5;Inmobiliario;2832;Mensual;Medio;Ganancia Rápida
1546;2024;Europa;España;25;Profesor;357238;Alta;Sí;1;Criptomonedas;50555;Anual;Medio;Ganancia Rápida
1547;2024;Norteamérica;Canadá;35;Ingeniero;387828;Alta;No;0;Bonos;87063;Semestral;Alto;Retiro
1548;2024;América Latina;México;32;Médico;102886;Alta;Sí;7;Criptomonedas;35829;Mensual;Alto;Ahorro
1549;2023;Norteamérica;Canadá;49;Estudiante;360635;Alta;Sí;3;Acciones;77727;Semestral;Bajo;Ganancia Rápida
1550;2023;Europa;Italia;43;Estudiante;445253;Alta;No;0;Bonos;1230;Mensual;Alto;Ganancia Rápida
1551;2022;Europa;Alemania;37;Diseñador;135718;Alta;Sí;7;Criptomonedas;21739;Semestral;Alto;Ganancia Rápida
1552;2023;América Latina;México;51;Arquitecto;171551;Alta;No;0;Acciones;28989;Mensual;Bajo;Retiro
1553;2023;Norteamérica;Canadá;36;Profesor;39380;Media;Sí;2;Acciones;6303;Mensual;Alto;Retiro
1554;2024;Norteamérica;Canadá;37;Abogado;41897;Media;Sí;6;Fondos Mutuos;12105;Mensual;Alto;Retiro
1555;2024;América Latina;Brasil;32;Profesor;60560;Media;No;0;Inmobiliario;18561;Anual;Bajo;Ahorro
1556;2023;América Latina;Brasil;43;Abogado;497694;Alta;No;0;Inmobiliario;99788;Mensual;Alto;Ahorro
1557;2023;América Latina;Chile;19;Profesor;457675;Alta;No;0;Acciones;82214;Anual;Medio;Retiro
1558;2024;América Latina;Colombia;41;Arquitecto;442267;Alta;No;0;Criptomonedas;96318;Semestral;Alto;Diversificación
1559;2023;América Latina;Chile;44;Profesor;155560;Alta;Sí;8;Criptomonedas;62422;Semestral;Medio;Ganancia Rápida
1560;2022;América Latina;Argentina;36;Diseñador;391990;Alta;Sí;1;Acciones;79613;Anual;Medio;Ganancia Rápida
1561;2022;Norteamérica;Estados Unidos;37;Diseñador;290832;Alta;Sí;6;Inmobiliario;62565;Mensual;Medio;Ganancia Rápida
1562;2023;América Latina;Brasil;35;Profesor;48256;Media;Sí;5;Acciones;10180;Mensual;Medio;Ganancia Rápida
1563;2024;Norteamérica;Canadá;44;Arquitecto;22723;Baja;Sí;6;Inmobiliario;3433;Semestral;Bajo;Retiro
1564;2022;Norteamérica;Estados Unidos;30;Estudiante;413000;Alta;Sí;7;Criptomonedas;8938;Semestral;Alto;Retiro
1565;2024;Europa;Reino Unido;31;Empresario;173284;Alta;Sí;4;Inmobiliario;31888;Semestral;Medio;Diversificación
1566;2023;América Latina;Argentina;42;Estudiante;318347;Alta;Sí;2;Bonos;54032;Mensual;Alto;Ganancia Rápida
1567;2024;América Latina;México;40;Programador;296980;Alta;Sí;8;Bonos;1700;Anual;Alto;Ganancia Rápida
1568;2024;Europa;España;39;Estudiante;96623;Media;Sí;5;Acciones;27052;Anual;Bajo;Diversificación
1569;2023;Norteamérica;Canadá;31;Contador;457258;Alta;No;0;Acciones;32958;Anual;Bajo;Diversificación
1570;2022;Europa;Reino Unido;31;Estudiante;276577;Alta;Sí;8;Criptomonedas;5047;Anual;Bajo;Ahorro
1571;2023;Europa;España;39;Arquitecto;64323;Media;Sí;3;Inmobiliario;30933;Anual;Alto;Retiro
1572;2023;Europa;España;33;Estudiante;209673;Alta;No;0;Criptomonedas;82887;Semestral;Bajo;Retiro
1573;2023;Europa;España;34;Diseñador;270419;Alta;Sí;1;Inmobiliario;50081;Anual;Medio;Retiro
1574;2023;Norteamérica;Canadá;46;Médico;373656;Alta;Sí;2;Acciones;51350;Semestral;Alto;Ahorro
1575;2024;Europa;Reino Unido;21;Contador;324962;Alta;No;0;Inmobiliario;11110;Semestral;Bajo;Diversificación
1576;2024;América Latina;Colombia;28;Profesor;457917;Alta;Sí;7;Inmobiliario;52701;Semestral;Bajo;Retiro
1577;2023;Europa;España;23;Abogado;160083;Alta;Sí;7;Inmobiliario;70159;Mensual;Medio;Retiro
1578;2023;Europa;Alemania;42;Médico;129159;Alta;Sí;1;Criptomonedas;5325;Semestral;Medio;Retiro
1579;2022;América Latina;Argentina;44;Ingeniero;252424;Alta;No;0;Inmobiliario;94422;Anual;Bajo;Ahorro
1580;2022;Norteamérica;Canadá;23;Arquitecto;273468;Alta;No;0;Bonos;92556;Semestral;Alto;Ahorro
1581;2024;Norteamérica;Estados Unidos;22;Contador;215438;Alta;Sí;7;Fondos Mutuos;95360;Anual;Medio;Ahorro
1582;2024;América Latina;Colombia;37;Empresario;189625;Alta;No;0;Inmobiliario;38975;Anual;Medio;Ganancia Rápida
1583;2022;Norteamérica;Canadá;28;Contador;478734;Alta;No;0;Inmobiliario;26633;Mensual;Alto;Ahorro
1584;2023;Europa;Alemania;38;Diseñador;390368;Alta;No;0;Fondos Mutuos;66052;Mensual;Alto;Retiro
1585;2023;Europa;Francia;38;Médico;351606;Alta;Sí;1;Criptomonedas;22743;Semestral;Bajo;Ganancia Rápida
1586;2022;Norteamérica;Estados Unidos;41;Contador;118358;Alta;Sí;4;Acciones;6743;Anual;Bajo;Ganancia Rápida
1587;2024;Norteamérica;Canadá;40;Diseñador;287095;Alta;Sí;3;Inmobiliario;1515;Anual;Bajo;Retiro
1588;2023;América Latina;México;25;Estudiante;18716;Baja;Sí;4;Criptomonedas;4263;Anual;Medio;Retiro
1589;2023;Norteamérica;Canadá;49;Ingeniero;328358;Alta;Sí;2;Fondos Mutuos;2025;Semestral;Bajo;Ganancia Rápida
1590;2024;Norteamérica;Estados Unidos;38;Estudiante;30143;Media;No;0;Criptomonedas;5963;Semestral;Alto;Diversificación
1591;2022;América Latina;Argentina;33;Abogado;191396;Alta;Sí;5;Fondos Mutuos;32733;Semestral;Bajo;Ganancia Rápida
1592;2024;Europa;Alemania;49;Contador;376213;Alta;No;0;Fondos Mutuos;78990;Semestral;Bajo;Retiro
1593;2022;Norteamérica;Canadá;27;Profesor;95008;Media;Sí;6;Bonos;21609;Anual;Bajo;Retiro
1594;2024;América Latina;Argentina;21;Profesor;292049;Alta;No;0;Bonos;86449;Mensual;Medio;Ahorro
1595;2024;Europa;Francia;52;Arquitecto;76740;Media;Sí;4;Bonos;3249;Semestral;Alto;Ganancia Rápida
1596;2022;Norteamérica;Estados Unidos;27;Empresario;110391;Alta;No;0;Bonos;29158;Anual;Medio;Ganancia Rápida
1597;2023;América Latina;Colombia;52;Abogado;296886;Alta;Sí;8;Criptomonedas;49959;Semestral;Bajo;Ahorro
1598;2023;Europa;Alemania;39;Médico;32454;Media;Sí;3;Bonos;13285;Mensual;Bajo;Retiro
1599;2024;Norteamérica;Canadá;39;Programador;358522;Alta;Sí;3;Fondos Mutuos;27325;Anual;Bajo;Ahorro
1600;2022;Norteamérica;Estados Unidos;46;Diseñador;241532;Alta;Sí;3;Criptomonedas;48336;Anual;Alto;Retiro
1601;2022;América Latina;Colombia;47;Ingeniero;201751;Alta;Sí;1;Bonos;89469;Anual;Bajo;Diversificación
1602;2022;Europa;España;35;Estudiante;56474;Media;Sí;5;Fondos Mutuos;13853;Anual;Bajo;Diversificación
1603;2024;América Latina;Colombia;42;Ingeniero;331169;Alta;No;0;Criptomonedas;16265;Mensual;Medio;Retiro
1604;2024;Norteamérica;Estados Unidos;59;Diseñador;53038;Media;Sí;5;Bonos;8574;Anual;Bajo;Retiro
1605;2024;América Latina;Colombia;45;Diseñador;35562;Media;Sí;5;Fondos Mutuos;9587;Semestral;Alto;Ganancia Rápida
1606;2022;Norteamérica;Estados Unidos;37;Programador;118192;Alta;No;0;Bonos;2462;Mensual;Alto;Diversificación
1607;2024;Europa;España;51;Contador;326668;Alta;No;0;Inmobiliario;86776;Semestral;Alto;Ahorro
1608;2023;América Latina;Argentina;57;Diseñador;90890;Media;Sí;7;Inmobiliario;9938;Mensual;Alto;Diversificación
1609;2024;Norteamérica;Estados Unidos;31;Médico;142439;Alta;No;0;Criptomonedas;29677;Anual;Medio;Ganancia Rápida
1610;2022;Europa;Reino Unido;39;Estudiante;272752;Alta;No;0;Acciones;63357;Mensual;Medio;Diversificación
1611;2023;América Latina;Argentina;27;Médico;462171;Alta;Sí;4;Criptomonedas;74990;Semestral;Bajo;Ganancia Rápida
1612;2023;Europa;Alemania;22;Profesor;170001;Alta;Sí;1;Fondos Mutuos;76823;Mensual;Bajo;Retiro
1613;2023;Norteamérica;Canadá;31;Profesor;395338;Alta;Sí;6;Bonos;81952;Mensual;Bajo;Ahorro
1614;2022;Europa;España;44;Contador;378957;Alta;Sí;8;Inmobiliario;94885;Mensual;Bajo;Ganancia Rápida
1615;2022;Europa;Reino Unido;61;Abogado;69376;Media;Sí;3;Acciones;19734;Mensual;Alto;Ahorro
1616;2024;Europa;Alemania;35;Programador;337172;Alta;No;0;Fondos Mutuos;89394;Semestral;Alto;Retiro
1617;2023;América Latina;México;28;Ingeniero;299523;Alta;No;0;Inmobiliario;53518;Semestral;Medio;Retiro
1618;2022;Europa;Alemania;32;Arquitecto;53488;Media;Sí;5;Fondos Mutuos;5958;Anual;Alto;Ahorro
1619;2024;América Latina;Colombia;24;Programador;271435;Alta;No;0;Fondos Mutuos;21928;Semestral;Alto;Diversificación
1620;2024;Europa;Francia;42;Médico;231286;Alta;Sí;6;Inmobiliario;16261;Anual;Alto;Ahorro
1621;2024;Europa;Alemania;28;Ingeniero;139095;Alta;No;0;Fondos Mutuos;18257;Semestral;Medio;Ganancia Rápida
1622;2022;Norteamérica;Canadá;45;Médico;107423;Alta;Sí;7;Fondos Mutuos;40718;Anual;Bajo;Ganancia Rápida
1623;2023;Europa;Francia;32;Programador;12303;Baja;Sí;2;Criptomonedas;5856;Anual;Bajo;Ganancia Rápida
1624;2024;Norteamérica;Canadá;25;Arquitecto;260587;Alta;Sí;2;Acciones;95458;Semestral;Alto;Diversificación
1625;2023;Norteamérica;Canadá;28;Diseñador;85669;Media;Sí;3;Bonos;32800;Mensual;Alto;Ganancia Rápida
1626;2024;Norteamérica;Canadá;45;Empresario;347775;Alta;No;0;Fondos Mutuos;66563;Anual;Alto;Retiro
1627;2022;Europa;España;22;Programador;345343;Alta;Sí;2;Bonos;4549;Anual;Bajo;Diversificación
1628;2023;Norteamérica;Estados Unidos;46;Médico;283170;Alta;Sí;4;Bonos;10663;Mensual;Alto;Diversificación
1629;2022;América Latina;Argentina;32;Programador;128183;Alta;Sí;7;Fondos Mutuos;49644;Mensual;Medio;Retiro
1630;2024;América Latina;México;37;Arquitecto;316947;Alta;Sí;8;Inmobiliario;91904;Semestral;Alto;Ganancia Rápida
1631;2024;Norteamérica;Canadá;50;Profesor;21940;Baja;Sí;6;Bonos;7853;Semestral;Alto;Retiro
1632;2022;América Latina;México;52;Contador;426594;Alta;Sí;7;Inmobiliario;15445;Semestral;Medio;Ganancia Rápida
1633;2022;América Latina;México;49;Abogado;32830;Media;No;0;Inmobiliario;9162;Anual;Medio;Retiro
1634;2024;América Latina;Argentina;35;Estudiante;478599;Alta;Sí;5;Acciones;81658;Semestral;Medio;Retiro
1635;2022;Norteamérica;Canadá;48;Diseñador;65813;Media;Sí;7;Fondos Mutuos;20415;Mensual;Bajo;Ahorro
1636;2024;Europa;España;46;Estudiante;196867;Alta;Sí;1;Criptomonedas;21608;Semestral;Alto;Ganancia Rápida
1637;2023;Norteamérica;Estados Unidos;34;Diseñador;328250;Alta;Sí;3;Criptomonedas;15198;Semestral;Medio;Ganancia Rápida
1638;2022;Europa;Italia;34;Médico;233997;Alta;Sí;5;Acciones;80427;Anual;Bajo;Ahorro
1639;2024;Europa;España;38;Ingeniero;280904;Alta;Sí;7;Acciones;47165;Mensual;Bajo;Diversificación
1640;2024;Europa;Alemania;31;Diseñador;334510;Alta;Sí;1;Fondos Mutuos;61490;Mensual;Bajo;Retiro
1641;2023;América Latina;Brasil;40;Estudiante;148599;Alta;Sí;4;Inmobiliario;11829;Mensual;Alto;Ahorro
1642;2023;Europa;Francia;42;Diseñador;92517;Media;Sí;6;Fondos Mutuos;25154;Mensual;Medio;Diversificación
1643;2024;América Latina;Argentina;25;Abogado;320427;Alta;No;0;Fondos Mutuos;54336;Semestral;Bajo;Ahorro
1644;2023;Europa;Francia;30;Diseñador;426665;Alta;No;0;Criptomonedas;17265;Anual;Alto;Retiro
1645;2024;Norteamérica;Canadá;49;Diseñador;325281;Alta;Sí;5;Fondos Mutuos;15962;Mensual;Alto;Diversificación
1646;2024;Europa;Francia;36;Contador;438053;Alta;Sí;3;Fondos Mutuos;12533;Anual;Alto;Ganancia Rápida
1647;2024;Europa;Italia;53;Contador;65123;Media;Sí;3;Bonos;30031;Anual;Bajo;Ahorro
1648;2022;Norteamérica;Estados Unidos;33;Programador;115889;Alta;Sí;6;Acciones;53010;Anual;Alto;Retiro
1649;2023;América Latina;México;30;Médico;261640;Alta;Sí;3;Inmobiliario;37564;Semestral;Medio;Diversificación
1650;2023;Europa;Italia;32;Arquitecto;453404;Alta;Sí;1;Bonos;64947;Semestral;Alto;Ganancia Rápida
1651;2023;Norteamérica;Canadá;42;Abogado;43032;Media;No;0;Acciones;16731;Mensual;Bajo;Ahorro
1652;2024;Norteamérica;Estados Unidos;39;Contador;247971;Alta;Sí;4;Inmobiliario;18508;Mensual;Medio;Diversificación
1653;2022;Europa;Reino Unido;49;Contador;118836;Alta;No;0;Inmobiliario;29330;Semestral;Medio;Retiro
1654;2023;Norteamérica;Estados Unidos;27;Profesor;204976;Alta;Sí;3;Inmobiliario;89445;Anual;Alto;Ganancia Rápida
1655;2022;América Latina;Chile;34;Abogado;415441;Alta;Sí;8;Fondos Mutuos;88412;Anual;Bajo;Ganancia Rápida
1656;2023;Norteamérica;Estados Unidos;39;Médico;321920;Alta;No;0;Inmobiliario;47263;Anual;Bajo;Ganancia Rápida
1657;2024;Norteamérica;Estados Unidos;37;Programador;344163;Alta;Sí;5;Acciones;86837;Mensual;Bajo;Ahorro
1658;2022;Europa;Italia;33;Diseñador;466308;Alta;Sí;4;Inmobiliario;74027;Anual;Alto;Retiro
1659;2023;América Latina;Brasil;47;Ingeniero;257035;Alta;No;0;Fondos Mutuos;26971;Anual;Alto;Ganancia Rápida
1660;2022;Norteamérica;Estados Unidos;39;Contador;102121;Alta;No;0;Inmobiliario;27095;Mensual;Bajo;Ahorro
1661;2023;Europa;Reino Unido;46;Contador;157286;Alta;Sí;1;Acciones;27283;Semestral;Bajo;Diversificación
1662;2024;Norteamérica;Canadá;42;Ingeniero;430605;Alta;Sí;6;Fondos Mutuos;29422;Mensual;Bajo;Ahorro
1663;2023;América Latina;Chile;52;Diseñador;447706;Alta;Sí;3;Criptomonedas;21348;Semestral;Medio;Retiro
1664;2022;América Latina;Brasil;54;Arquitecto;393123;Alta;No;0;Criptomonedas;7053;Semestral;Bajo;Ahorro
1665;2024;Norteamérica;Estados Unidos;30;Diseñador;274004;Alta;Sí;6;Inmobiliario;18687;Mensual;Medio;Retiro
1666;2022;América Latina;México;49;Ingeniero;310038;Alta;Sí;8;Bonos;58965;Mensual;Alto;Diversificación
1667;2024;América Latina;Brasil;48;Programador;94280;Media;Sí;7;Fondos Mutuos;20749;Mensual;Alto;Ahorro
1668;2022;América Latina;Colombia;40;Programador;134378;Alta;No;0;Bonos;49658;Anual;Medio;Retiro
1669;2024;Europa;Francia;30;Arquitecto;309190;Alta;No;0;Inmobiliario;96839;Semestral;Bajo;Ganancia Rápida
1670;2022;América Latina;Chile;36;Profesor;69429;Media;Sí;6;Acciones;25767;Anual;Medio;Diversificación
1671;2022;Europa;España;49;Contador;88029;Media;Sí;6;Inmobiliario;7626;Anual;Bajo;Retiro
1672;2024;Europa;España;45;Estudiante;50296;Media;Sí;6;Fondos Mutuos;10562;Semestral;Medio;Diversificación
1673;2024;América Latina;Chile;44;Estudiante;217748;Alta;Sí;4;Bonos;25827;Mensual;Bajo;Diversificación
1674;2023;América Latina;México;52;Médico;290753;Alta;Sí;4;Acciones;86581;Mensual;Alto;Diversificación
1675;2022;Europa;Reino Unido;48;Contador;451697;Alta;Sí;2;Criptomonedas;42437;Mensual;Alto;Diversificación
1676;2022;América Latina;Chile;46;Empresario;11564;Baja;Sí;7;Criptomonedas;766;Semestral;Bajo;Retiro
1677;2023;América Latina;Chile;40;Profesor;58610;Media;No;0;Fondos Mutuos;9068;Mensual;Medio;Ahorro
1678;2022;Europa;Italia;32;Diseñador;353855;Alta;No;0;Criptomonedas;57078;Mensual;Medio;Ahorro
1679;2023;Europa;España;44;Médico;43484;Media;Sí;6;Fondos Mutuos;8680;Semestral;Medio;Ganancia Rápida
1680;2023;Norteamérica;Estados Unidos;30;Estudiante;337490;Alta;Sí;1;Inmobiliario;34744;Mensual;Alto;Ahorro
1681;2022;América Latina;México;46;Ingeniero;298760;Alta;Sí;7;Fondos Mutuos;17479;Mensual;Alto;Ganancia Rápida
1682;2024;Norteamérica;Estados Unidos;47;Arquitecto;22148;Baja;Sí;4;Acciones;5651;Mensual;Medio;Ahorro
1683;2023;América Latina;Argentina;55;Empresario;424285;Alta;Sí;6;Acciones;68017;Anual;Bajo;Ganancia Rápida
1684;2023;América Latina;Brasil;40;Ingeniero;158643;Alta;Sí;8;Bonos;56117;Anual;Alto;Retiro
1685;2024;América Latina;Colombia;68;Arquitecto;371984;Alta;Sí;7;Criptomonedas;50417;Semestral;Bajo;Diversificación
1686;2024;América Latina;Brasil;41;Programador;476578;Alta;Sí;2;Criptomonedas;56965;Anual;Alto;Retiro
1687;2024;América Latina;México;20;Contador;405426;Alta;Sí;2;Acciones;62742;Anual;Alto;Ahorro
1688;2022;Europa;Alemania;39;Diseñador;175698;Alta;Sí;6;Fondos Mutuos;69606;Semestral;Alto;Diversificación
1689;2024;Europa;Reino Unido;39;Contador;78204;Media;Sí;3;Bonos;21573;Mensual;Medio;Retiro
1690;2022;Norteamérica;Canadá;37;Médico;159910;Alta;No;0;Criptomonedas;31956;Mensual;Alto;Retiro
1691;2022;Norteamérica;Canadá;42;Contador;125080;Alta;Sí;3;Fondos Mutuos;21542;Anual;Alto;Ahorro
1692;2022;Norteamérica;Canadá;22;Ingeniero;45111;Media;No;0;Criptomonedas;3163;Anual;Bajo;Ganancia Rápida
1693;2023;América Latina;Argentina;35;Estudiante;309311;Alta;Sí;7;Criptomonedas;21155;Mensual;Alto;Ganancia Rápida
1694;2022;América Latina;Chile;55;Profesor;189220;Alta;Sí;8;Inmobiliario;59582;Semestral;Alto;Diversificación
1695;2024;Norteamérica;Estados Unidos;41;Médico;223279;Alta;Sí;3;Fondos Mutuos;34930;Anual;Bajo;Ahorro
1696;2023;América Latina;Chile;45;Programador;468869;Alta;Sí;6;Inmobiliario;93658;Semestral;Alto;Diversificación
1697;2024;Norteamérica;Canadá;59;Diseñador;356147;Alta;Sí;8;Acciones;63722;Semestral;Medio;Ahorro
1698;2024;América Latina;Brasil;35;Profesor;203751;Alta;Sí;5;Acciones;822;Mensual;Bajo;Ahorro
1699;2023;América Latina;Colombia;34;Programador;318930;Alta;Sí;8;Criptomonedas;50810;Semestral;Alto;Ganancia Rápida
1700;2024;Europa;Italia;27;Diseñador;435416;Alta;Sí;3;Criptomonedas;63141;Mensual;Alto;Ganancia Rápida
1701;2022;Norteamérica;Estados Unidos;40;Diseñador;119521;Alta;Sí;1;Fondos Mutuos;19147;Semestral;Bajo;Retiro
1702;2023;Norteamérica;Estados Unidos;45;Abogado;360572;Alta;Sí;1;Inmobiliario;70238;Mensual;Alto;Retiro
1703;2023;Norteamérica;Estados Unidos;37;Médico;90085;Media;No;0;Bonos;3041;Anual;Medio;Ahorro
1704;2024;América Latina;Colombia;39;Abogado;407794;Alta;Sí;4;Inmobiliario;50174;Anual;Alto;Ahorro
1705;2023;Europa;Alemania;26;Diseñador;279126;Alta;No;0;Criptomonedas;11883;Mensual;Alto;Diversificación
1706;2024;América Latina;Colombia;30;Programador;138812;Alta;Sí;2;Fondos Mutuos;4419;Anual;Medio;Diversificación
1707;2024;Europa;España;22;Profesor;417322;Alta;No;0;Fondos Mutuos;8217;Semestral;Bajo;Ganancia Rápida
1708;2024;América Latina;México;33;Ingeniero;86539;Media;No;0;Acciones;41515;Mensual;Medio;Ganancia Rápida
1709;2024;Norteamérica;Canadá;50;Programador;24335;Baja;Sí;1;Acciones;11648;Semestral;Bajo;Ganancia Rápida
1710;2024;América Latina;México;25;Programador;401203;Alta;No;0;Bonos;84926;Anual;Bajo;Ganancia Rápida
1711;2024;Norteamérica;Estados Unidos;27;Programador;397743;Alta;Sí;7;Bonos;16443;Mensual;Bajo;Ahorro
1712;2022;Norteamérica;Canadá;48;Profesor;224006;Alta;Sí;4;Bonos;38788;Semestral;Alto;Ganancia Rápida
1713;2022;Norteamérica;Canadá;34;Abogado;272394;Alta;No;0;Criptomonedas;67819;Semestral;Medio;Ahorro
1714;2024;Europa;Italia;41;Arquitecto;87401;Media;Sí;5;Bonos;30799;Mensual;Alto;Retiro
1715;2022;América Latina;Chile;40;Empresario;248621;Alta;Sí;7;Inmobiliario;10978;Semestral;Alto;Ahorro
1716;2024;Norteamérica;Estados Unidos;35;Profesor;325236;Alta;Sí;8;Criptomonedas;2258;Mensual;Bajo;Diversificación
1717;2023;América Latina;México;45;Profesor;101735;Alta;Sí;1;Acciones;48680;Mensual;Bajo;Ganancia Rápida
1718;2024;Europa;Francia;45;Médico;106224;Alta;No;0;Criptomonedas;31386;Mensual;Alto;Ganancia Rápida
1719;2023;América Latina;Argentina;31;Profesor;22445;Baja;Sí;1;Bonos;9871;Mensual;Bajo;Diversificación
1720;2023;América Latina;Argentina;50;Programador;182500;Alta;No;0;Acciones;37101;Semestral;Bajo;Ahorro
1721;2023;Europa;Reino Unido;34;Médico;451590;Alta;Sí;7;Fondos Mutuos;6473;Mensual;Medio;Retiro
1722;2023;América Latina;México;41;Programador;160402;Alta;Sí;3;Inmobiliario;9101;Anual;Alto;Diversificación
1723;2022;Europa;Reino Unido;52;Contador;452866;Alta;Sí;2;Criptomonedas;92529;Mensual;Medio;Retiro
1724;2023;América Latina;Argentina;31;Abogado;21243;Baja;No;0;Bonos;2115;Mensual;Alto;Ganancia Rápida
1725;2023;Europa;España;31;Empresario;19572;Baja;Sí;3;Fondos Mutuos;6751;Mensual;Alto;Retiro
1726;2024;Europa;Alemania;40;Médico;101001;Alta;Sí;3;Criptomonedas;11893;Mensual;Alto;Diversificación
1727;2022;Europa;Italia;51;Médico;379947;Alta;Sí;1;Criptomonedas;33718;Mensual;Alto;Ahorro
1728;2024;América Latina;Colombia;37;Programador;96261;Media;Sí;2;Criptomonedas;35685;Semestral;Alto;Retiro
1729;2024;Norteamérica;Estados Unidos;21;Ingeniero;125884;Alta;Sí;1;Acciones;36992;Mensual;Alto;Retiro
1730;2022;América Latina;Argentina;25;Contador;280183;Alta;No;0;Criptomonedas;29694;Semestral;Medio;Diversificación
1731;2024;América Latina;Chile;47;Médico;283936;Alta;Sí;8;Fondos Mutuos;32925;Semestral;Bajo;Diversificación
1732;2023;Norteamérica;Canadá;32;Profesor;191522;Alta;Sí;5;Bonos;45846;Anual;Alto;Ahorro
1733;2023;Europa;Alemania;35;Empresario;437068;Alta;No;0;Fondos Mutuos;75004;Semestral;Bajo;Retiro
1734;2022;Europa;Reino Unido;22;Abogado;100783;Alta;Sí;6;Acciones;26645;Semestral;Bajo;Ahorro
1735;2022;Norteamérica;Canadá;32;Ingeniero;416975;Alta;Sí;7;Acciones;38457;Semestral;Medio;Ahorro
1736;2024;América Latina;Colombia;49;Programador;80254;Media;Sí;5;Bonos;33224;Semestral;Medio;Ganancia Rápida
1737;2022;Europa;España;39;Empresario;100066;Alta;No;0;Inmobiliario;4043;Semestral;Bajo;Diversificación
1738;2024;Norteamérica;Estados Unidos;44;Programador;201747;Alta;Sí;7;Inmobiliario;33984;Anual;Medio;Ahorro
1739;2022;Europa;Alemania;43;Empresario;266251;Alta;No;0;Fondos Mutuos;87357;Mensual;Alto;Retiro
1740;2024;América Latina;Colombia;40;Médico;195133;Alta;Sí;7;Inmobiliario;36510;Anual;Alto;Diversificación
1741;2022;América Latina;México;37;Programador;181233;Alta;No;0;Criptomonedas;33268;Mensual;Bajo;Ganancia Rápida
1742;2022;Europa;Francia;36;Ingeniero;372100;Alta;Sí;3;Fondos Mutuos;55505;Anual;Medio;Ahorro
1743;2022;Europa;España;50;Programador;123708;Alta;No;0;Fondos Mutuos;50185;Mensual;Bajo;Ahorro
1744;2023;Norteamérica;Canadá;42;Contador;367499;Alta;Sí;3;Criptomonedas;37127;Anual;Medio;Ahorro
1745;2024;Europa;Italia;45;Abogado;272398;Alta;Sí;8;Bonos;69640;Anual;Bajo;Ahorro
1746;2024;Europa;Italia;45;Contador;470500;Alta;Sí;1;Acciones;81557;Semestral;Medio;Ahorro
1747;2023;América Latina;Colombia;50;Médico;281290;Alta;No;0;Fondos Mutuos;93790;Mensual;Alto;Ganancia Rápida
1748;2023;América Latina;Argentina;49;Arquitecto;372858;Alta;Sí;5;Bonos;30770;Mensual;Bajo;Ganancia Rápida
1749;2023;América Latina;Brasil;42;Contador;11071;Baja;Sí;5;Bonos;2809;Semestral;Medio;Ganancia Rápida
1750;2024;Europa;Italia;32;Estudiante;486947;Alta;Sí;6;Bonos;78534;Anual;Bajo;Ganancia Rápida
1751;2022;Norteamérica;Estados Unidos;38;Estudiante;192305;Alta;Sí;2;Bonos;9511;Mensual;Bajo;Retiro
1752;2024;Norteamérica;Estados Unidos;34;Contador;302844;Alta;Sí;7;Criptomonedas;56655;Semestral;Medio;Ahorro
1753;2022;Europa;Francia;35;Arquitecto;142804;Alta;Sí;6;Fondos Mutuos;1083;Anual;Alto;Diversificación
1754;2022;América Latina;Colombia;37;Profesor;63633;Media;Sí;1;Inmobiliario;11820;Semestral;Bajo;Ganancia Rápida
1755;2022;Norteamérica;Estados Unidos;46;Estudiante;54367;Media;Sí;3;Fondos Mutuos;20591;Mensual;Medio;Diversificación
1756;2024;Norteamérica;Canadá;49;Contador;346275;Alta;No;0;Fondos Mutuos;12281;Anual;Medio;Retiro
1757;2022;Europa;Reino Unido;18;Estudiante;20877;Baja;Sí;2;Fondos Mutuos;2486;Anual;Alto;Ahorro
1758;2023;Norteamérica;Estados Unidos;40;Empresario;467072;Alta;No;0;Criptomonedas;62614;Semestral;Medio;Ganancia Rápida
1759;2022;Europa;Reino Unido;58;Diseñador;199639;Alta;No;0;Fondos Mutuos;85395;Semestral;Medio;Diversificación
1760;2024;Europa;Italia;38;Contador;169540;Alta;Sí;8;Bonos;61561;Mensual;Bajo;Retiro
1761;2022;Norteamérica;Canadá;36;Empresario;144418;Alta;Sí;3;Fondos Mutuos;47384;Anual;Alto;Retiro
1762;2024;Norteamérica;Estados Unidos;29;Arquitecto;432194;Alta;Sí;7;Criptomonedas;20535;Anual;Bajo;Retiro
